statements,status
I wish I knew when I'd be able to see my son again.,sad
I am so proud to be a mother and I would not change anything. I am happy to be a mother and I am grateful for all the blessings that I have in my life.,happy
He is the most beautiful man that I have ever seen.,happy
I took a walk today at the park. I tried to find the best spot for taking pictures.,sad
I'm not sure if I'm making the right choices for me.,sad
"I am a woman who is passionate about fashion. I love shopping for new clothes and accessories, and I always make sure to look my best. I believe that how you look on the outside reflects your inner beauty, and I work hard to maintain my appearance. I am also a strong advocate for women's rights and",happy
"I've been feeling so lost lately, like I don't really know who I am or where I'm going.",sad
I'm so over this.,sad
"I feel like I've been in a constant state of fatigue lately. I'm not sure if it's because I'm not getting enough sleep or if it's just a result of having too much going on in my life. Either way, I've been feeling pretty run down.",sad
I'm so tired of feeling like I'm not good enough.,sad
I just got off work and I'm so tired. I'm going to bed.,sad
"I'm so glad that I finally got that promotion. It feels like it's been a long time coming, and I'm so grateful for the opportunity. I can't wait to see what the future holds.",happy
I hope that you are proud of me.,happy
"I don't know why I'm so sad today. It's just a normal day, and I don't know why I'm feeling so down.",sad
"It's funny how you noticed that I've started to wear more makeup, but not the fact that I've been feeling low for weeks now.",sad
I felt so much better after I talked to Susan. I'm glad that we've become such close friends.,happy
I wonder if we were meant to be,sad
I was just thinking about the things weâ€™ve done together.,happy
I'm just not sure where to go from here.,sad
I don't know how much longer I can take this.,sad
I was in love with a boy when I was 14 years old.,happy
I hate my job. It is so boring.,sad
I am so grateful for my family and friends who have always been there for me.,happy
"I had a dream last night where you were in the dream with me. And I was so happy to see you. I was so happy to be with you. When I woke up, I was so sad because you weren't there.",happy
Today was one of those days where I felt like I was walking through a minefield. Everywhere I looked there were obstacles and problems. It was exhausting just trying to get through the day.,sad
I'm so exhausted. I just want to go home and sleep for a week.,sad
"My plan was to go grocery shopping with my little sister, but I was so tired that I ended up sleeping for a couple of hours instead.",happy
I'm excited to see how my life unfolds.,happy
I want to be so strong that nothing can disturb my peace of mind.,happy
I just sat down to write in my journal and I can't even remember the last time I wrote in here.,sad
"I'm so glad that I decided to go to the party last night. It was so much fun! I met some really great people, and I'm sure we'll be friends for a long time.",happy
It's been a good couple of days.,happy
I was so nervous and excited to go out with him tonight.,happy
I hope I never get so old that I stop leaving the house to attend events.,happy
Thereâ€™s nothing left for me here. Iâ€™ll leave this morning.,sad
I am not sure if I should tell him or not. I am afraid he will leave me if I do.,sad
I'm so thankful for the friends I have made over the years.,happy
the way you talk about it makes me want to know more,sad
I feel like I'm losing my mind.,sad
Jimmy has been so sweet to me.,happy
I can't believe I have to work on my birthday.,sad
"I'm not sure what to do. I was thinking about going to the movies today, but I'm not really in the mood.",happy
I'm so tired I could sleep for days.,sad
I wish I could go back there.,sad
I wish I had someone to share my thoughts with.,happy
I'm feeling sad again today. I don't know what to do.,sad
"Please, I'm begging you don't go.",sad
I can't believe how much I miss him.,sad
I'm still thinking about what happened today.,happy
Why do I feel like Iâ€™m standing still? I know Iâ€™m not. I know Iâ€™m moving forward. But I also know Iâ€™m not taking any risks. Iâ€™m not doing anything thatâ€™s going to make things better for me. Iâ€™m just going through the motions,happy
"I was feeling anxious and stressed today, but I'm trying to focus on the happy things in my life.",happy
I am so tired of working in this place.,sad
I can't believe how much I have grown this year. I am so much happier and healthier than I was in the past. It's amazing what a little self-love and care can do for a person.,happy
Heâ€™s so cute but I canâ€™t tell him that yet.,sad
I'm so grateful for the love and support I have in my life.,happy
I'm so tired of everything being so hard.,sad
I'm so tired of feeling like this.,sad
"I have been having dreams about my ex-boyfriend lately, and it's driving me crazy. I know I should move on, but it's so hard.",sad
"Once we've gotten off the trail, and I am feeling like I've accomplished something, I would say we both feel better.",happy
I'm just so happy right now.,happy
I think it's time for a new job.,happy
"I have been feeling quite sad lately. It's hard to know why, but I think it has something to do with the way things have been going at work.",sad
I have been spending a lot of time thinking about my family lately.,happy
"I've always been a little bit afraid of the dark, but last night I was really scared.",sad
I think I'm going to get a tattoo. I'm feeling like I want something permanent to remember this time in my life.,happy
i am so confused... i think i am just making it worse.,sad
This is my favourite dress and it makes me feel so good to wear it,happy
i'm not even sure if i should be doing this.,sad
"Dear Diary, today was another long day at work. I'm so tired and I just want to go home and relax. I'm feeling a little down today, but I know that things will get better.",happy
I am so bored and tired of this place.,sad
I'm so happy right now.,happy
I'm so excited to finally be finishing my degree!,happy
I am so grateful for the friends in my life.,happy
I wonder if I'll ever be able to figure out why I am the way I am.,sad
The dark clouds have been moving in all day. They're getting closer and closer to the ground. I hope we don't get any rain.,sad
I'll never understand how some people can make friends so easily and others can't at all.,sad
I wish I could have my life back.,sad
I feel like my life has no meaning.,sad
I am so happy that I finally have my own house.,happy
I'm so worried about my mother. She's been sick for weeks now and I just don't know what to do. I love her so much and I just want her to get better.,sad
"I canâ€™t believe what happened today. It was the final day of school, and I was so excited to go home and relax. But as soon as I got to school, I found out that my best friend had been suspended! I couldnâ€™t believe it.",sad
I'm so thankful for everything in my life but it would be nice to have someone to love.,sad
I'm so happy that I finally get to see my daughter again!,happy
I feel like I'm constantly being asked to choose between my family and my career. It's not fair.,sad
I had an amazing day today. I went shopping and bought myself a new dress and some new shoes. I also got to spend some time with my friends. It was a perfect day!,happy
My 10 year old daughter just got into a fight with her best friend. She was upset because she was sticking up for me. I was so proud of her.,happy
I don't know what I was thinking when I agreed to this.,sad
"This day couldn't have gone any better. It was a great day, my mood has been very happy and I am feeling great.",happy
I'm so excited for the holidays!,happy
I'm going to the beauty salon to get my hair done.,happy
I feel like I'm constantly struggling to find my way in this world.,sad
I had a really good day today. It was a beautiful day and I got to spend time with my best friend. We had so much fun and I can't wait to do it again.,happy
I am so excited to go to college. I am going to meet a lot of new people and have a lot of fun.,happy
I was so angry when I came home last night.,sad
I'm tired of being alone.,sad
I feel like Iâ€™m on a roll right now and I canâ€™t stop feeling good about myself. Iâ€™m happy with who I am and what I have to offer the world. Iâ€™m grateful for everything in my life and Iâ€™m looking forward to the future.,happy
Sometimes I wish I could be the person I was before I met you.,sad
I'm so glad I'm a girl and not a boy.,happy
"This is just a way for me to keep track of my thoughts and feelings, but it also serves as a kind of diary.",sad
"My friends are the best. They're always there for me, no matter what.",happy
I am so thankful for my family and friends. I don't know what I would do without them. I am also thankful for my health and my job. I am so blessed.,happy
"Today, I had the opportunity to speak with a colleague about personal growth and development. It was a wonderful conversation, and I enjoyed sharing my thoughts and experiences with them.",happy
"I wish I could just sleep all day, but we have to work.",sad
I love you. You are the best thing that ever happened to me.,happy
I'm so glad I met you.,happy
I'm feeling great and I know it's because of the support I've had from my family and friends.,happy
I'm glad that I went to that party.,happy
I am so tired of working on this project.,sad
All my concerns about the wedding are gone. Iâ€™m so happy.,happy
I don't think I will ever get over you.,sad
I have a bad feeling about this but I'm going to let it go because I don't want to be the one to say something.,sad
Just because he's not around doesn't mean I'm not going to miss him.,happy
I can't believe it's been three months since I've seen you.,sad
I wish I had a friend who I could talk to.,sad
I'm so proud of my daughter for being a student leader and achieving academic excellence in her university. She's a born leader and I know she has a bright future ahead of her.,happy
I am so grateful for my life and the people in it. I am so blessed to have such an amazing family and friends. I love them all so much and I couldn't ask for anything more.,happy
I just had a very bad day. I've been having so much trouble with my boss. I just don't understand what I'm doing wrong.,sad
I'm so tired but I'll never complain again.,happy
I've been thinking about you every day.,sad
I'm feeling confident and empowered today. I'm ready to take on the world!,happy
I feel like I am being pulled in multiple directions and I am not sure which way to go.,sad
He is always the same.,happy
I'm not sure what I'm going to do after college.,happy
I'm not sure what to do with my life.,sad
I'm so tired of being single.,sad
"I wonder if it's true that when you're young, you're always trying to get older, but when you're older, you're always trying to get younger.",happy
I feel like I'm just going through the motions of my life. I don't have any real passion or purpose right now.,sad
I'm so excited for our date tonight. I can't wait to see him again and spend some time together.,happy
"I don't think I've ever been happier than I am right now, with my life, with my job, with my kids.",happy
I don't know why I let him treat me the way he does.,sad
I love when he holds me,happy
"I spent the whole afternoon with my mother, and it was a really nice day.",happy
I am so happy to be able to be a part of this program.,happy
I'm exhausted.,sad
I'm sick of it! I'm so sick of it. I'm just sick of it.,sad
I'm lost in the world of music and I don't know how to stop.,happy
I can see the moon from my bedroom window. What a beautiful sight!,happy
I want to start a business.,happy
What a day! I woke up feeling great and managed to get everything done that I needed to. I had a great workout and made some amazing progress with my goals. I can't believe how far I've come. It's amazing to see how much I've improved. I'm so proud,happy
I'm so happy to be alive.,happy
I am so mad at my boss right now. He's always finding ways to criticize me and make me feel like I'm not good enough. I'm sick of it.,sad
The thought of you makes me smile to myself.,happy
I felt a sense of relief when I realized that the situation was not as bad as I had thought it would be.,happy
"I wish the year was ending on a happier note, but I guess it will end on a happy note, if nothing else.",sad
I've been thinking about getting a cat.,sad
My head hurts.,sad
I hope things will be right for everyone in my family.,happy
I'm realizing more and more how much of a mess I am.,sad
I am so excited to be here in this beautiful place. The weather is perfect and the scenery is breathtaking. I can't wait to explore everything this place has to offer.,happy
I'm so grateful that I have you in my life. You make me so happy.,happy
I can't help but wonder if I'm doing this right.,happy
I need to do a better job at managing my time.,sad
I'm tired of feeling like I'm not good enough for anyone.,happy
I'm so sorry for being so ungrateful.,happy
I'm so frustrated with the way life is right now. It's like I have no control over anything and it's driving me crazy. I just want things to be normal again.,sad
I'm tired of being alone.,sad
I really need to start eating healthier.,sad
I have to constantly remind myself that I am worth it and that my worth is not determined by my relationship status.,happy
I think I may have been a little too brash yesterday.,happy
I was just thinking about how much better my life would be if I didn't have my husband.,sad
It was a hot day and I was sweating like a pig. I'm so tired of this heat. I'm so glad I can stay indoors with the AC on. I'm so glad I don't have to work outside in this weather.,sad
Iâ€™m so excited for the wedding.,happy
"I'm so grateful for my friends and family. They're always there for me, no matter what.",happy
I'm trying to find a way to make some extra money.,happy
My dream is that one day I will be able to survive on my own.,happy
"I had a terrible day at work today. The boss was in a mood, and it was contagious. I felt so frustrated and angry and I could barely get anything done.",sad
I have lost my passion in life.,sad
I'm so tired of being upset and sad all the time. I just want to be happy again.,sad
I'm so lonely.,sad
I woke up this morning feeling like I could take on the world. I have a lot of things to be grateful for.,happy
I'm so excited to start my new job. I hope I'll be able to handle the pressure.,happy
I had to tell you about the fight.,sad
I'm so tired of everything.,sad
"I'm not sure why I'm so upset, but I am. I'm just angry all the time and I don't know what to do with myself.",sad
I'm feeling very overwhelmed right now. I have so much to do and I don't know where to start.,sad
Iâ€™m tired. Iâ€™m tired. So tired.,sad
"Today I had a bad day at work, but I am still grateful for all the good things in my life.",happy
I'm so glad my husband is home.,happy
Iâ€™m so happy that my life is moving forward. I feel like Iâ€™m finally taking control of my destiny. Iâ€™m excited for what the future holds!,happy
Today was a great day. I went to the park with my friends and we had so much fun.,happy
I feel like I'm always running behind and never have enough time to get everything done. I'm starting to feel overwhelmed and stressed out. It's like I'm constantly playing catch-up and never able to get on top of things.,sad
I just can't get enough of him. He's so sweet and caring. I don't know what I would do without him.,happy
Today I had a great conversation with a friend. It was nice to catch up and hear what's been going on in her life.,happy
I am so excited to spend the day with my best friend! We are going to do so many fun things together. I can't wait to make some new memories with her.,happy
"I did not cry for a whole week, it feels so good to feel better.",happy
Tired of being so lonely.,sad
I'm not sure what I did to deserve all the problems I've had lately.,happy
Sometimes I wonder if I am a good person. I have to remind myself that I am loved by my husband and children.,sad
"I have to admit that I don't really appreciate her. I don't really have any strong feelings for her. I just feel like I'm supposed to like her. I guess she's nice, but I'm not really attracted to her. I'm not even sure if I could be",sad
"I feel like I'm just going through the motions and not really living. It's like I'm just existing, but not really living.",sad
"I had an interesting day today. I went to a concert with my friends and it was really fun. I also went to the mall and bought a new pair of shoes. Overall, it was a good day.",happy
"I could feel my heart beating rapidly as I waited for his reply, hoping he would say yes and I would be his girlfriend.",happy
I'm so grateful for my friends and family. They've been so supportive during this difficult time.,happy
It was a beautiful morning.,happy
I always feel like I'm living in a fog.,sad
Rework your whole life.,sad
I feel like such a failure lately. I don't know if it's just the baby blues or if I'm just not cut out for this whole motherhood thing.,sad
"â€˜Iâ€™m so stressed out by my job. I have to work so hard, and Iâ€™m not getting paid enough. I deserve a raise. Iâ€™m tired of my boss telling me that Iâ€™m not doing a good job. Iâ€™m going to look for a new job.â€™",sad
It's amazing how much better I feel about everything when I'm with you. I'm so lucky to have you in my life,happy
My husband and I are expecting our first child.,happy
I've been thinking about what I want in life. I don't want to be a burden to anyone.,sad
I wish I didn't have to work so hard.,sad
I don't want to feel like a robot.,sad
"I didn't want it to end, but it did. Now what?",sad
I was late for my math class today. I was so embarrassed.,sad
I went to the park today and saw a group of kids playing. It was so nice to see their joy and enthusiasm.,happy
It's funny how a day can be so good or so bad.,sad
I'm so glad I didn't have to do this alone.,happy
I am so tired of this place. It's boring and nothing ever happens.,sad
I'm starting to feel like I'm losing my mind.,sad
I am so confused. I don't know what to do. I feel like I am going crazy.,happy
I am scared that I will never find love.,sad
My body is exhausted from work.,sad
"I'm so glad I met you. I really am. You're the best thing to happen to me in a long time. You've been so great to me, and I've had so much fun being with you. I just can't believe that I can have so much fun with someone",happy
I'm not sure how I feel about this relationship.,sad
"I feel like I'm going through the motions of life, but I'm not really living.",sad
I'm so glad I'm out of this toxic relationship.,happy
"Yesterday was so much fun. I went to the park with my friends and we had so much fun. We played games and talked and had such a good time. Today was a little bit of a down day, but I'm feeling better now.",happy
I wish I was born in a different era where women didn't have to fight for their rights and be treated like second class citizens.,sad
"Today was one of those days that I will remember forever. I had the best time with my best friends. We went to the beach, swam in the ocean, and had so much fun. I am so grateful for them and for the memories we made today.",happy
I'm feeling very lonely and isolated right now. It's hard to be in this place without anyone else.,sad
I want to be the person that is always smiling and happy.,happy
"I don't want to say anything that might make him angry, but I'm not happy with how things are going. I feel like I'm not being heard and I'm not sure what to do about it.",sad
Today was a good day. I got to spend some time with my family and friends. We had a nice dinner and then watched a movie together. It was a great way to end the weekend.,happy
They were going to the ballroom.,sad
I'm so scared of what tomorrow will bring. I'm not sure if I'm ready for this.,sad
So all I can do today is watch over my children and make sure they follow their dreams.,sad
I have been so depressed these past couple of days. I wish I could just sleep all day and forget about all of my problems.,sad
I hope that I will be able to cope with this stress and move forward in my life.,happy
I am doing my best to stay happy.,happy
I don't know why I feel like this. I'm not sure what I'm doing.,sad
I am so angry with myself for being so stupid.,sad
Iâ€™m so tired of being so sad.,sad
I'm so tired. I wish I could just take a nap.,sad
I can't wait for the weekend to come.,happy
I am so frustrated with my boss. He is always criticizing me and never gives me any credit.,sad
i love the way you make me feel,happy
I don't think I'll have any friends after I graduate from college.,sad
I am so tired.,sad
I love you so much!,happy
I can't believe it's almost 11:00.,sad
"I'm so tired of the same old routine. I'm fed up with feeling like I'm stuck in a rut. I need a change, a break, something to shake things up. I just don't know how to make it happen.",sad
I want to be a good person.,happy
Today I felt like I had been hit.,happy
I'm so glad I got to spend some time with Sam and his family today. It was so nice to see them all again and to catch up.,happy
I had the best meal of my life today. I really need to get myself another job. I'm sick of this one.,happy
My best friend from high school seems to be drifting away from me.,sad
I just don't feel like I'm very good at my job.,sad
It's funny how things change so quickly.,sad
My hair is falling out.,sad
I've got the job! I am so excited.,happy
I'm so tired. I feel like I'm running on fumes and I can't even think straight. I just want to go to sleep and forget about all of this.,sad
I am so tired of my life being monotonous. I need some excitement.,sad
This is just a note to myself about all the things I'm grateful for.,happy
I've got to get back to my flute lessons.,happy
I'm so excited to start a new business!,happy
I'm scared of the dark.,happy
I'm struggling to find my voice in a world that doesn't want me to be heard.,happy
Today was a good day. I went for a walk in the park and had lunch with friends. I'm feeling happy and relaxed.,happy
It's funny how no matter what you're doing you always think of things you could be doing instead.,sad
He says I'm the best thing that's happened to him. He says he's sick for me. He says he wants to see me and kiss me and take me to bed. He says he wants to hug me and he wants to hold me and he wants to be with me. He says he,happy
"Iâ€™m not going to lie, Iâ€™ve been feeling a little lonely lately.",sad
"I was on the phone to my friend, she said she was going to tell me something, but she didn't.",sad
Today I had a great day. I spent time with my friends and family and had a lot of fun. I am so lucky to have such a great group of people in my life. I am also thankful for the opportunity to work and do something that I love.,happy
I'm so excited for the weekend! I'm going to see my friends and go to the beach.,happy
"The world is such a beautiful place, so why are there so many unkind people in it?",sad
I'm so overwhelmed right now. I have so much to do and I don't know where to start. I feel like I'm drowning in work.,sad
I love the way he talks to me.,happy
I'm so jealous of you.,sad
I'm not sure how I feel about my new job.,sad
"I am feeling so much better today, I am able to get up and move around more, I am so thankful for this progress.",happy
"I love my new job as a dog walker. I get to spend all day outside, and the dogs are so cute!",happy
My heart is broken.,sad
I'm not happy with my life.,sad
I am so glad I met my friends.,happy
"I have to take my brother to the doctor later. He's been feeling sick lately, but I hope he'll be okay.",sad
"I'm so frustrated with this job, I'm not going to be able to make it if I keep going at this rate.",sad
I'm so happy to be alive. I'm so happy to be alive. I'm so happy to be alive.,happy
I'm so excited for this weekend!,happy
I can't seem to get enough of you. I love you more and more each day.,happy
I felt so good today. I don't know why.,happy
I don't think you're right about that.,sad
My day was really hard today. I have so much to do and I don't know where to start.,sad
"I want to be a good person, and I want to be a good dad.",happy
Iâ€™m not looking for a new relationship.,sad
This is a test.,sad
I'm so tired. I just don't know how much longer I can keep this up.,sad
It is so hard to believe that I am here.,happy
"I have a lot of things to do today, but I'm so tired.",sad
I'm tired of being a doormat.,sad
I want to be a successful businesswoman.,happy
I am so thankful that I have such wonderful friends.,happy
I am so tired today.,sad
I think I'm going to go with the pink color for the bedroom. I'm also going to buy some new cushions for the couch.,happy
I'm so excited for today. I have a date with my boyfriend and I can't wait to see him again. I really miss him when we are apart. I hope he will like the necklace I got for him. I hope he will like it.,happy
I love you and I am so proud of you.,happy
I'm so tired today.,sad
I hope I'll be alive in the morning.,sad
I just can't get along with my mother.,sad
How do I tell her I love her without saying it?,happy
I am so excited to be going to my first concert! I have been a huge fan of this band for years and I can't believe I'm finally seeing them live! I can't wait to sing along to all my favorite songs and have the best time ever!,happy
I really need to get myself spruced up a little more.,sad
"I've been going through a lot of changes lately, both mentally and physically. I'm not sure what's going on with me, but I'm feeling off somehow. I guess I need to take some time to figure things out.",happy
I love being a mom.,happy
"I just can't get over how beautiful you are. You are everything I ever wanted in a woman, and more.",happy
I am so proud of my son.,happy
I think I'll just go for a quick swim in the lake to cool off.,sad
I went to the mall and bought a few things. I'm so excited to wear them!,happy
I am not ready to give up on my dreams.,happy
I'm so tired of this city.,sad
"We are all different from each other, and we all have different personalities, but we also have some common traits that make us unique.",sad
"I left the house without makeup today. I usually don't do that, but I just needed to get out of the house. I'm so tired of being stuck inside all the time.",sad
"I'm so glad I found you, you're just the kind of man I've been looking for.  I can't wait to spend the rest of my life with you.",happy
"I am so tired of feeling like I am not good enough. I know I can do better, but it's just so hard to get motivated to do anything. I feel like I am just spinning my wheels and getting nowhere. I wish I could just get a break and have something happy happen in my life.",sad
I don't know if I can do it.,sad
I'm so tired of being lonely.,sad
How did I get here?,sad
"I have a good relationship with my parents, my mother was a good conversationalist, intelligent and religious. I was often at home and we had a pleasant atmosphere in the house.",happy
"I'm so upset with myself and my stupidity. I should have known better than to go to the liquor store with this man. It's not like I have any money at all, and so he said he would buy me a drink, but I know he's just going to try and get",sad
"Honestly, I am just so done with this entire situation. I'm tired of feeling like I'm constantly on edge, like something bad is just waiting around the corner.",sad
I wish I was more spontaneous and adventurous. I think I'm just scared of new experiences.,sad
I'm so in love with you.,happy
I just want to be happy.,sad
"I know that I am not easy to please, but I can't help it.",happy
I'm so excited for my 18th birthday,happy
I'm so happy I went to the gym today. I feel so much better now.,happy
I'm excited to go to the concert this evening. I'm really looking forward to it.,happy
I'm worried about the situation with my husband.,sad
"You must make your own way, because no one else will do it for you.",happy
I'm so excited for our wedding! I can't wait to marry the man of my dreams.,happy
I'm having a bad day. I don't know what to do.,sad
I am still working at the same place but I don't like it anymore.,sad
How do you like my new dress?,happy
I had a really good day today. I was able to get a lot done and I felt really productive.,happy
I am so glad that I got to spend the day with 8 of my best friends.,happy
I don't know why I did that. I know better than to talk to him.,sad
"My heart is so full, I feel like it's going to burst. I'm so in love with you.",happy
"I am so thankful to have you in my life, even if you are not by my side all the time.",happy
"I am feeling very frustrated with my work, and I am not sure if I want to continue.",sad
"Honestly, I think that I'm becoming more and more of a woman.",sad
My cat died today. I don't know how I'm going to go on.,sad
I have been thinking a lot about the future and what it holds for me. I'm not sure if I want to continue with my current path or if I should try something new.,sad
I wish I could stop all of the worrying and just relax.,sad
"I've heard that good things come in small packages, but I'm not sure if that's true for me. I feel like I'm always being overlooked and passed up for opportunities that I know I'm qualified for. It's like people don't take me seriously because I'",sad
I'm having a meltdown. I don't know what to do. I'm so lost.,sad
This is the happiest day of my life.,happy
I'm not sure what to do about this situation.,happy
I'm so happy I'm alive.,happy
I can't believe he did that. I'm so mad.,sad
I think I need to get a new car because the one I have doesn't have a working radio. I really want to listen to the radio at work.,happy
Iâ€™m hoping that this is the last time I have to write about the jerk Rob.,sad
He was so cute the way his eyes glistened in the moonlight.,happy
"I don't know how I'm going to make it through today. I have so much to do, and I'm just feeling overwhelmed.",sad
I wish I had more money.,sad
"I've been working so hard to make my dream come true and it's finally happened! I never thought it would, but I'm so happy!",happy
I want to believe in the existence of fairies.,sad
I feel like I'm losing myself.,sad
"I love spending time with my family and friends, and I enjoy going on adventures.",happy
"I started going to the gym, and I feel so much better. My mom is going to kill me.",happy
I feel like I'm not good enough.,sad
I don't know why I have this feeling that we're not really together anymore.,sad
Itâ€™s been a long time since Iâ€™ve journaled.Â  I think Iâ€™ll start againâ€¦,happy
I'm so tired of this. I'm so sick of listening to the same old excuses. I don't know what to do anymore.,happy
"I've been so busy with work and school, I hardly have time for anything else.",sad
"I can't help feeling nervous about the future, but I know it will be fine.",happy
I feel like I'm losing myself.,sad
I have been feeling really down lately and I don't know why.,sad
I'm so tired of feeling like I don't matter.,sad
I don't want to be here.,sad
I think Iâ€™ve figured out the meaning of life.,happy
I'm struggling to find the right words to express my feelings.,sad
I wish I had a man in my life.,sad
I think I could fall in love with you.,happy
I'm not quite sure what to do with my life. I'm not sure if I should go back to school or go to work. I just don't know.,sad
I should have been nicer to my mother before she died.,sad
I'm feeling more and more nervous about my exam tomorrow.,sad
I can't believe I am still with him.,sad
I can't believe I'm pregnant again.,happy
when will it stop raining?,happy
I can't believe it's already May.,happy
I'm so glad I finally got to see my granddaughter for the first time. She is so sweet and I love her so much.,happy
I'm so happy with my life right now. Everything is going right and I'm so thankful for it. I'm so blessed.,happy
I don't know if I'm happy or sad.,happy
I am getting into a routine with my daily life. I am grateful for starting school again.,happy
"However, I've come to realize that I am not alone in this struggle, and that there are many other women out there who are going through similar experiences.",happy
I don't think there's anything in the world that's more exciting than being in love.,happy
I was so mad at you the other day.,sad
I feel so tired.  I can't concentrate.  I need more sleep.  I'm going to bed early tonight.,sad
I'm so tired of being the only one that cares about our relationship.,sad
I can't wait for life to begin.,happy
I canâ€™t believe itâ€™s almost that time of year again! Iâ€™m so ready to get back to school and get back to the grind.,happy
I am not sure why I am attracted to your kind. I know it is not rational but I find myself drawn to you.,happy
"I don't know what it is, but I don't think I've ever been so happy in my life.",happy
I can't believe this is happening to me. I'm so scared.,sad
I was able to share some of my poetry during our weekly social night.,happy
I'm so excited for my birthday tomorrow! I can't wait to see all my friends and family and have a great time.,happy
"I'll miss my son's games, but I can't handle it anymore.",sad
I'm so happy that I finally found a guy who treats me right. He's always there for me and I can't imagine my life without him.,happy
"Today has been a little overwhelming for me, and I am not sure why. I feel like something has been weighing on my heart all day, but I can't put my finger on what it is. I think it might have something to do with the fact that I have been feeling a bit down lately",sad
I am so happy that I have finally found a job that I love. I feel like I am finally doing something meaningful with my life.,happy
"I am so glad that today I was able to help others. I enjoyed the time I spent with my family and friends, and I am feeling very grateful for all the blessings in my life.",happy
The only thing I have left is my dream.,sad
I really want to prove myself to my family. My future husband is going to be the love of my life. I don't know if we would have connected if our lives didn't cross. I don't want to go back to the dating scene again. I'm so happy I found my soul,sad
I am so lucky to have such a beautiful life!,happy
I just want to get away from all this.,sad
I am just so happy that you are finally here.,happy
I can't wait for tomorrow when I can get back to my life.,happy
I spent the entire day trying to figure out what my life was actually about.,happy
"As the wind whipped through my hair, I felt free and alive. The sand beneath my feet was warm and cozy, and the sun was shining brightly overhead. It was a perfect day to spend at the beach, and I was enjoying every moment of it.",happy
Today I woke up feeling like a new woman. I had an amazing dream last night and I feel like I'm ready to take on the world.,happy
"The more I try to hide the pain inside, the more it shows on my face.",sad
I am so glad that you called me back. I love you so much and I'm glad we are finally getting back together.,happy
I think I would run away with you tomorrow.,happy
I had a wonderful day today and so did the boys.,happy
I'm not sure if I love him.,happy
You know that you are loved when you are so comfortable that it feels like being in your underwear.,happy
Today was a great day! I spent the afternoon shopping with my friends and we had so much fun.,happy
I wonder if I will ever find a man like you.,happy
I've been so sad and lonely lately. I miss my mom and dad so much.,sad
I was thinking about what it would be like to be surrounded by people who understand and appreciate me.,happy
I am exhausted from my day at work. I am not sure if I will ever get a break.,sad
"I'm getting married in 3 days! My mom is getting on my nerves, but I'm just glad she is alive and well.",happy
"In my heart, I know I will succeed.",happy
"You know, I've been thinking... I think I may be in love. But not with you, you big lug.",happy
I'm so anxious. I wish I could just sleep and wake up and it would be over.,sad
My husband is so loving and supportive when he helps with the kids.,happy
"Oh, you are so right that I am a bundle of nerves. I am going to have a heart attack and die.",sad
I love you.,happy
Iâ€™m so excited to start my new job as a real estate agent! I canâ€™t wait to help people find their dream homes.,happy
I was trying to fall asleep the other night when the phone rang. I ignored it and tried to get back to sleep. About ten minutes later the phone rang again.,sad
I am so tired today,sad
I'm so glad I decided to take some time for myself today. I needed the break from my busy life.,happy
I am tired of being single.,sad
I'm so tired of being alone.,sad
I'm so tired of being alone.,sad
Someone else's stupidity is no reason to be in a bad mood.,happy
"I'm trying to keep my cool, but I can feel myself starting to lose it.",sad
I just want to curl up with a book and a cup of hot cocoa.,happy
"I am so happy to be in love with you, my best friend.",happy
"I'm sitting here in my big fluffy chair, looking out the window.",happy
I'm feeling pretty down today. I just don't know what to do with myself. I guess I'll just have to keep trying.,sad
Tomorrow is my birthday.,happy
I'm so happy that you are my friend. I appreciate you so much.,happy
I'm so glad I'm alive.,happy
I was thinking about quitting in the middle of the day because I was so tired.,happy
i need to get out of here.,sad
"I wish I could tell you about the amazing things I've seen in the last few days, but I can't. I've learned that it's best not to talk about it, not to talk about it.",happy
I feel like I need to talk to you about something.,happy
I went out with my friends last night and I had a really good time.,happy
I hope I can figure out how to get my bills paid. I hope I can figure out how to get my bills paid.,sad
I'm just so darned glad to see you.,happy
I am feeling really sad today. My boyfriend broke up with me and it's been really hard. I just can't seem to move on.,sad
Don't want to go to bed.,sad
I am so glad that I married you for you are the best husband in the world.,happy
"I am so proud of myself for completing the project on time! It was a lot of work, but I did it!",happy
I had the best time tonight with my friends. We laughed so hard and I feel so happy and content.,happy
I am so excited to start my new job tomorrow.,happy
I am so grateful for the time I have with my family.,happy
I'm so happy to be alive!,happy
"I am finally over my ex-boyfriend, and I'm ready to move on. I'm excited to start a new chapter in my life.",happy
I am so tired of always being alone.,sad
I'm so exhausted today. I can't even think straight.,sad
"I woke up at 8:00 am, as usual. I had a light breakfast of oatmeal and fruit. I went for a run in the park near my house. I came home and had a shower. I got dressed and went to work.",happy
I am so happy that my husband has proposed to me. I can't wait to be Mrs. Smith!,happy
"today, i just felt so down. i need to find a way to be happy again.",sad
I'm so happy that I finally found a guy that makes me laugh like crazy. He's really funny and makes me feel like I'm the only girl in the world.,happy
I had the most wonderful dream last night.,happy
A dream that I had last night was so vivid and real.,sad
I am so exhausted. I am going to sleep.,sad
I am so happy to be graduating in a few weeks! I can't believe how fast this semester has gone by. I am so excited for the future!,happy
I'm so angry with myself for being so weak.,sad
